Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2020KATZ,ARF,Children,5,14,Children and adolescents ,Males and Females,Indigenous,Torres Straight Islander,Australia,"NSW, NT, QLD, SA, WA",N/A,2015,2017,3,N/A,N/A,136.4,"incidence rate of total ARF episodes per  100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2013LAWR,ARF,Children,5,14,Children,Males and Females,Indigenous,Torres Straight Islander,Australia,NT,NT,1997,2010,13,N/A,N/A,194,"incidence rate of first ARF per 100,000 estimated resident population ",N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020OLIV,ARF,Children,5,14,Children & adolescents,Males and Females,General,N/A,Australia,VIC,"RCH, Melbourne, VIC",1937,2013,76,N/A,N/A,2.3,"incidence rate of first ARF & RHD per 100,000 hospitalisations",N/A,no,N/A,N/A,No,No,N/A,Yes,N/A,N/A
2020OLIV,ARF,Children,0,18,Children,Males and Females,General,N/A,Australia,VIC,"RCH, Melbourne, VIC",1937,2013,76,N/A,N/A,46.3,proportion of reccurent hospitalisation for ARF,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2020OLIV,ARF,Children,5,14,Children & adolescents,Males and Females,General,N/A,Australia,VIC,"RCH, Melbourne, VIC",1937,2013,76,N/A,N/A,60.7,proportion of reccurent hospitalisation for ARF,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2000JC,ARF,Children,5,14,Children and adolescents ,Males and Females,Non Indigenous,Torres Straight Islander,Australia,NT,"NT, Top End",1987,1996,9,N/A,15086,1.3,"incidence rate of ARF per 100,000 population at risk",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2013WHITEHALL,ARF,Children,5,14,Children & adolescents,Males and Females,General,N/A,Australia,QLD,"Base Hospital, Mt Isa",2006,2010,5,N/A,N/A,67,"Annual incidence of ARF per 100,000 hospitalisations ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2010HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,Northern Qld,2004,2009,5,N/A,N/A,155,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2000JC,ARF,Children,5,14,Children and adolescents ,Males and Females,Indigenous,Torres Straight Islander,Australia,NT,"NT, Top End",1987,1996,9,N/A,7355,224,"incidence rate of ARF per 100,000 population at risk",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2004AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal,Australia,NT,"NT, Top End",1998,2002,4,N/A,N/A,245,"incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2004AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal,Australia,NT,"NT, Top End",2002,2002,1,N/A,N/A,346,"incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2004AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal,Australia,NT,"NT, Central Australia",2002,2002,4,N/A,N/A,351,"incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2004AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal,Australia,NT,"NT, Central Australia",2002,2002,1,N/A,N/A,365,"incidence rate of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2000JC,ARF,Children,5,14,Children and adolescents ,Males and Females,Indigenous,Torres Straight Islander,Australia,NT,"12 Indigenous communities, NT",1987,1996,9,N/A,2007,508,"incidence rate of ARF per 100,000 population at risk",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,"Mt Isa, Qld",1999,2004,4,N/A,N/A,88,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,"Tablelands, Qld",1999,2004,4,N/A,N/A,114,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,"Townsville, Qld",1999,2004,4,N/A,N/A,118,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,"Cairns, QLD",1999,2004,4,N/A,N/A,128,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,Seven health service districts Qld,1999,2004,4,N/A,N/A,162,"Annual incidence  of ARF per 100,000 population",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,QLD,"Cape York, QLD",1999,2004,4,N/A,N/A,230,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2005HANN/A,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Torres Straight Islander,Australia,QLD,"Torres Strait and northern peninsula area, Qld",1999,2004,4,N/A,N/A,349,"Annual incidence of ARF per 100,000 population ",N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A
2021AIHWARF,ARF,Children,0,18,Children,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2015,2019,4,N/A,N/A,2.2,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2021AIHWARF,ARF,Children,0,18,Children & adolescents,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2015,2019,4,N/A,N/A,17.7,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Children,0,4,Children,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,1.8,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,10.8,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Children,0,4,Children ,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,22.6,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2022AIHW,ARF,Children,5,14,Children & adolescents,Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,134.7,"incidence rate per 100,000 population",N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
2019FRANC,ARF,Mix,5,20,"Children, Adolescents and Adults ",Males and Females,Indigenous,Aboriginal,Australia,NT,N/A,2014,2014,0.5,N/A,76,4,Proportion (%) of GAS detected in throat swabs of ARF patients,N/A,N/A,N/A,N/A,No,No,Yes,Yes,N/A,N/A
2019FRANC,ARF,Mix,0,20,"Children, Adolescents and Adults ",Males and Females,Indigenous,Aboriginal,Australia,NT,N/A,2014,2014,0.5,N/A,24,46,Proportion (%) of GAS detected in skin swabs of ARF patients,N/A,N/A,N/A,N/A,No,No,Yes,Yes,N/A,N/A
2021AIHWARF,ARF,Mix,15,24,Children and adolescents ,Males and Females,General,N/A,Australia,"NT, QLD, WA, SA",N/A,2019,2019,1,N/A,N/A,4.9,ARF recurrence rate after BPG per 100- patient years,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A
2022AIHW,ARF,Mix,0,24,"Children,Adolescents and young adults",Males and Females,General,Torres Straight Islander,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,0.1,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2022AIHW,ARF,Mix,0,24,"Children,Adolescents and young adults",Males and Females,Indigenous,Aboriginal/TSI,Australia,"NT,WA,QLD,NSW,SA",N/A,2016,2020,5,N/A,N/A,1,"crude-age specific death rates (ARF only and no RHD) per 100,000 population ",N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A
2011DAVI,Invasive GAS,Adult,16,999,Adults (16y+),N/A,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital ,2007,2008,1,N/A,N/A,11.8,sepsis admissions per 1000 population years (general),0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2011DAVI,Invasive GAS,Adult,16,999,Adults (16y+),N/A,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital ,2007,2008,1,N/A,N/A,40.8,sepsis admissions per 1000 population years (Indigenous),0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,Adult,60,999,Elderly adults,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,45,"iGAS incidence per 100,000 (Indigenous, 60-69yo)",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,Adult,18,999,Adults,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,NT,2011,2013,2,N/A,N/A,<25,"incidence per 100,000",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,Adult,60,999,Elderly adults,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,NT,2011,2013,2,N/A,N/A,25-50,"incidence per 100,000",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~150,"skin infection hospital admissions for 1mo-1yo Aboriginal children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~2,"skin infection hospital admissions for 1mo-1yo children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~2,"skin infection hospital admissions for 1mo-1yo children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~2.5,"skin infection hospital admissions for 1-4yo children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~2.5,"skin infection hospital admissions for 1-4yo children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~22,"skin infection hospital admissions for <1mo children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~30,"skin infection hospital admissions for <1mo Aboriginal children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~30,"skin infection hospital admissions for 1-4yo Aboriginal children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~45,"skin infection hospital admissions for 1-4yo Aboriginal children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~5,"skin infection hospital admissions for <1mo children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001HEYW,Superficial Skin and Throat,All,0,999,All,Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,2012,2012,1,N/A,N/A,~60,"skin infection hospital admissions for 1mo-1yo Aboriginal children per 1000 child years (INTERPOLATED, 2012)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,2004,2009,6,N/A,N/A,9.9,"ASR iGAS incidence per 100,000 (non-Indigenous)",0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
1999CARA,Invasive GAS,All,0,999,All (mean 41.7y),Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital ,1991,1996,6,N/A,N/A,4.7,"GAS bacteraemia crude incidence per 100,000 (non-Indigenous)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
1999CARA,Invasive GAS,All,0,999,All (mean 41.7y),Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital ,1991,1996,6,N/A,N/A,6.4,"GAS bacteraemia age-standardised incidence per 100,000 (non-Indigenous)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Top End,2011,2013,2,N/A,N/A,7.6,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2003,6,N/A,N/A,8.1,"iGAS bacteraemia incidence per 100,000 (non-Indigenous)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,NT,2011,2013,2,N/A,N/A,8.8,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,2004,2009,6,N/A,N/A,10.7,"crude iGAS incidence per 100,000 (non-Indigenous)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,2004,2009,6,N/A,N/A,10.7,"iGAS bacteraemia incidence per 100,000 (non-Indigenous)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2016BOYD,Invasive GAS,All,0,999,All,Non-Indigenous,N/A,N/A,Australia,N/A,Central Australia,2011,2013,2,N/A,N/A,14.2,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Northern Territory,Top End community 1,2003,2005,2,N/A,N/A,0.143,wet season period prevalence of pyoderma in (<15y),N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,14,Children (10-14y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.176,"Sore throat prevalence, males",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Northern Territory,Top End community 3,2003,2005,2,N/A,N/A,0.176,dry season period prevalence of pyoderma in <15y,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.209,"Sore throat prevalence, country",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.211,"Sore throat prevalence, SES 4 (low)",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.214,"Sore throat prevalence, SES 3",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.224,"Sore throat prevalence, all ages",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.228,"Sore throat prevalence, SES 1 (high)",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.229,"Sore throat prevalence, metro",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.243,"Sore throat prevalence, 15-24yo",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.248,"Sore throat prevalence, SES 2",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.27,"Sore throat prevalence, females",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,14,Children (10-14y),Non-Indigenous,No,Not Applicable,Australia,South Australia,South Australia,1995,1995,1,N/A,N/A,0.288,"Sore throat prevalence, 25-34yo",N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,0.9,hospital admissions for impetigo & pyoderma per 1000 non-Aboriginal child-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,1.2,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,1.4,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,1.5,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,1.8,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,2.1,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,2.1,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,2.4,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,14,Children (10-14y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,2.7,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,2.9,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,3,Serologically confirmed GAS+ sore throat incidence per 100 adult-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Goldfields,1996,2012,17,N/A,N/A,3.9,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,7.1,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,7.1,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,8.8,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,9.8,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Remote areas, WA",1996,2012,17,N/A,N/A,10.4,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,1,4,Children (1-4y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,10.4,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,11,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,South West,1996,2012,17,N/A,N/A,11.1,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,5,9,Children (5-9y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Goldfields,1996,2012,17,N/A,N/A,12.2,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,0,16,Children (<16y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,12.9,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017ABDA,Superficial Skin and Throat,Children,10,15,Children (10-15y),Non-Indigenous,No,Not Applicable,Australia,Western Australia,"Rural areas, WA",1996,2012,17,N/A,N/A,13.3,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
